source,target,product_category,value_usd_annual,volume_share_pct,year_established,source_url,source_date
Onto Innovation,Texas Instruments,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Onto Innovation,Tower Semiconductor,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Onto Innovation,UMC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Onto Innovation,Vanguard (VIS),equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Onto Innovation,Western Digital,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Onto Innovation,Wolfspeed,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Onto Innovation,onsemi,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Advantest,Samsung Memory,equipment,,,,https://www.advantest.com/products/,2026-06-06
Advantest,SK Hynix,equipment,,,,https://www.advantest.com/products/,2026-06-06
Advantest,Micron,equipment,,,,https://www.advantest.com/products/,2026-06-06
Advantest,Kioxia,equipment,,,,https://www.advantest.com/products/,2026-06-06
Advantest,Western Digital,equipment,,,,https://www.advantest.com/products/,2026-06-06
Advantest,Nanya Technology,equipment,,,,https://www.advantest.com/products/,2026-06-06
Advantest,Infineon,equipment,,,,https://www.advantest.com/products/,2026-06-06
Advantest,STMicroelectronics,equipment,,,,https://www.advantest.com/products/,2026-06-06
Advantest,NXP,equipment,,,,https://www.advantest.com/products/,2026-06-06
Advantest,Texas Instruments,equipment,,,,https://www.advantest.com/products/,2026-06-06
Advantest,Analog Devices,equipment,,,,https://www.advantest.com/products/,2026-06-06
Advantest,Microchip,equipment,,,,https://www.advantest.com/products/,2026-06-06
Advantest,onsemi,equipment,,,,https://www.advantest.com/products/,2026-06-06
Advantest,Renesas,equipment,,,,https://www.advantest.com/products/,2026-06-06
Advantest,Rohm,equipment,,,,https://www.advantest.com/products/,2026-06-06
Advantest,Wolfspeed,equipment,,,,https://www.advantest.com/products/,2026-06-06
Advantest,ASE Group,equipment,,,,https://www.advantest.com/products/,2026-06-06
Advantest,Amkor,equipment,,,,https://www.advantest.com/products/,2026-06-06
Advantest,JCET,equipment,,,,https://www.advantest.com/products/,2026-06-06
Advantest,Powertech Technology,equipment,,,,https://www.advantest.com/products/,2026-06-06
Advantest,Tongfu Microelectronics,equipment,,,,https://www.advantest.com/products/,2026-06-06
Advantest,King Yuan Electronics,equipment,,,,https://www.advantest.com/products/,2026-06-06
Advantest,ChipMOS,equipment,,,,https://www.advantest.com/products/,2026-06-06
Advantest,UTAC,equipment,,,,https://www.advantest.com/products/,2026-06-06
Teradyne,Samsung Memory,equipment,,,,https://www.advantest.com/products/,2026-06-06
Teradyne,SK Hynix,equipment,,,,https://www.advantest.com/products/,2026-06-06
Teradyne,Micron,equipment,,,,https://www.advantest.com/products/,2026-06-06
Teradyne,Kioxia,equipment,,,,https://www.advantest.com/products/,2026-06-06
Teradyne,Western Digital,equipment,,,,https://www.advantest.com/products/,2026-06-06
Teradyne,Nanya Technology,equipment,,,,https://www.advantest.com/products/,2026-06-06
Teradyne,Infineon,equipment,,,,https://www.advantest.com/products/,2026-06-06
Teradyne,STMicroelectronics,equipment,,,,https://www.advantest.com/products/,2026-06-06
Teradyne,NXP,equipment,,,,https://www.advantest.com/products/,2026-06-06
Teradyne,Texas Instruments,equipment,,,,https://www.advantest.com/products/,2026-06-06
Teradyne,Analog Devices,equipment,,,,https://www.advantest.com/products/,2026-06-06
Teradyne,Microchip,equipment,,,,https://www.advantest.com/products/,2026-06-06
Teradyne,onsemi,equipment,,,,https://www.advantest.com/products/,2026-06-06
Teradyne,Renesas,equipment,,,,https://www.advantest.com/products/,2026-06-06
Teradyne,Rohm,equipment,,,,https://www.advantest.com/products/,2026-06-06
Teradyne,Wolfspeed,equipment,,,,https://www.advantest.com/products/,2026-06-06
Teradyne,ASE Group,equipment,,,,https://www.advantest.com/products/,2026-06-06
Teradyne,Amkor,equipment,,,,https://www.advantest.com/products/,2026-06-06
Teradyne,JCET,equipment,,,,https://www.advantest.com/products/,2026-06-06
Teradyne,Powertech Technology,equipment,,,,https://www.advantest.com/products/,2026-06-06
Teradyne,Tongfu Microelectronics,equipment,,,,https://www.advantest.com/products/,2026-06-06
Teradyne,King Yuan Electronics,equipment,,,,https://www.advantest.com/products/,2026-06-06
Teradyne,ChipMOS,equipment,,,,https://www.advantest.com/products/,2026-06-06
Teradyne,UTAC,equipment,,,,https://www.advantest.com/products/,2026-06-06
Disco Corporation,ASE Group,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Disco Corporation,Amkor,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Disco Corporation,JCET,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Disco Corporation,Powertech Technology,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Disco Corporation,Tongfu Microelectronics,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Disco Corporation,King Yuan Electronics,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Disco Corporation,ChipMOS,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Disco Corporation,UTAC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Disco Corporation,TSMC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Disco Corporation,Samsung Foundry,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Disco Corporation,Intel,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Kulicke & Soffa,ASE Group,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Kulicke & Soffa,Amkor,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Kulicke & Soffa,JCET,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Kulicke & Soffa,Powertech Technology,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Kulicke & Soffa,Tongfu Microelectronics,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Kulicke & Soffa,King Yuan Electronics,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Kulicke & Soffa,ChipMOS,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Kulicke & Soffa,UTAC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lasertec,TSMC,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lasertec,Samsung Foundry,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lasertec,Intel,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lasertec,Photronics,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lasertec,Toppan Photomask,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
Lasertec,Hoya,equipment,,,,https://www.semi.org/en/products-services/market-data/equipment,2026-06-06
MKS Instruments,Lam Research,equipment,,,,https://www.mks.com/n/semiconductor,2026-06-06
MKS Instruments,Applied Materials,equipment,,,,https://www.mks.com/n/semiconductor,2026-06-06
MKS Instruments,Tokyo Electron,equipment,,,,https://www.mks.com/n/semiconductor,2026-06-06
MKS Instruments,KLA,equipment,,,,https://www.mks.com/n/semiconductor,2026-06-06
MKS Instruments,ASML,equipment,,,,https://www.mks.com/n/semiconductor,2026-06-06
Ultra Clean Holdings,Lam Research,equipment,,,,https://www.mks.com/n/semiconductor,2026-06-06
Ultra Clean Holdings,Applied Materials,equipment,,,,https://www.mks.com/n/semiconductor,2026-06-06
Ultra Clean Holdings,Tokyo Electron,equipment,,,,https://www.mks.com/n/semiconductor,2026-06-06
Edwards Vacuum,Applied Materials,equipment,,,,https://www.mks.com/n/semiconductor,2026-06-06
Edwards Vacuum,Lam Research,equipment,,,,https://www.mks.com/n/semiconductor,2026-06-06
Edwards Vacuum,Tokyo Electron,equipment,,,,https://www.mks.com/n/semiconductor,2026-06-06
Edwards Vacuum,ASML,equipment,,,,https://www.mks.com/n/semiconductor,2026-06-06
Carl Zeiss SMT,ASML,equipment,,100,1997,https://www.asml.com/en/technology/lithography-principles/zeiss-optics,2026-06-06
Shin-Etsu Chemical,Analog Devices,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Shin-Etsu Chemical,GlobalFoundries,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Shin-Etsu Chemical,Hua Hong Semiconductor,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Shin-Etsu Chemical,Infineon,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Shin-Etsu Chemical,Intel,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Shin-Etsu Chemical,Kioxia,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Shin-Etsu Chemical,Microchip,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Shin-Etsu Chemical,Micron,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Shin-Etsu Chemical,NXP,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Shin-Etsu Chemical,Nanya Technology,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Shin-Etsu Chemical,Nexchip,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Shin-Etsu Chemical,Powerchip (PSMC),material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Shin-Etsu Chemical,Renesas,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Shin-Etsu Chemical,Rohm,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Shin-Etsu Chemical,SK Hynix,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Shin-Etsu Chemical,SMIC,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Shin-Etsu Chemical,STMicroelectronics,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Shin-Etsu Chemical,Samsung Foundry,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Shin-Etsu Chemical,Samsung Memory,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Shin-Etsu Chemical,TSMC,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Shin-Etsu Chemical,Texas Instruments,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Shin-Etsu Chemical,Tower Semiconductor,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Shin-Etsu Chemical,UMC,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Shin-Etsu Chemical,Vanguard (VIS),material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Shin-Etsu Chemical,Western Digital,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Shin-Etsu Chemical,Wolfspeed,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Shin-Etsu Chemical,onsemi,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SUMCO,Analog Devices,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SUMCO,GlobalFoundries,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SUMCO,Hua Hong Semiconductor,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SUMCO,Infineon,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SUMCO,Intel,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SUMCO,Kioxia,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SUMCO,Microchip,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SUMCO,Micron,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SUMCO,NXP,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SUMCO,Nanya Technology,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SUMCO,Nexchip,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SUMCO,Powerchip (PSMC),material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SUMCO,Renesas,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SUMCO,Rohm,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SUMCO,SK Hynix,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SUMCO,SMIC,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SUMCO,STMicroelectronics,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SUMCO,Samsung Foundry,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SUMCO,Samsung Memory,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SUMCO,TSMC,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SUMCO,Texas Instruments,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SUMCO,Tower Semiconductor,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SUMCO,UMC,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SUMCO,Vanguard (VIS),material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SUMCO,Western Digital,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SUMCO,Wolfspeed,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SUMCO,onsemi,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
GlobalWafers,Analog Devices,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
GlobalWafers,GlobalFoundries,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
GlobalWafers,Hua Hong Semiconductor,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
GlobalWafers,Infineon,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
GlobalWafers,Intel,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
GlobalWafers,Kioxia,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
GlobalWafers,Microchip,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
GlobalWafers,Micron,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
GlobalWafers,NXP,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
GlobalWafers,Nanya Technology,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
GlobalWafers,Nexchip,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
GlobalWafers,Powerchip (PSMC),material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
GlobalWafers,Renesas,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
GlobalWafers,Rohm,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
GlobalWafers,SK Hynix,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
GlobalWafers,SMIC,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
GlobalWafers,STMicroelectronics,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
GlobalWafers,Samsung Foundry,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
GlobalWafers,Samsung Memory,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
GlobalWafers,TSMC,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
GlobalWafers,Texas Instruments,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
GlobalWafers,Tower Semiconductor,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
GlobalWafers,UMC,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
GlobalWafers,Vanguard (VIS),material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
GlobalWafers,Western Digital,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
GlobalWafers,Wolfspeed,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
GlobalWafers,onsemi,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Siltronic,Analog Devices,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Siltronic,GlobalFoundries,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Siltronic,Hua Hong Semiconductor,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Siltronic,Infineon,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Siltronic,Intel,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Siltronic,Kioxia,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Siltronic,Microchip,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Siltronic,Micron,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Siltronic,NXP,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Siltronic,Nanya Technology,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Siltronic,Nexchip,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Siltronic,Powerchip (PSMC),material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Siltronic,Renesas,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Siltronic,Rohm,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Siltronic,SK Hynix,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Siltronic,SMIC,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Siltronic,STMicroelectronics,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Siltronic,Samsung Foundry,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Siltronic,Samsung Memory,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Siltronic,TSMC,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Siltronic,Texas Instruments,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Siltronic,Tower Semiconductor,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Siltronic,UMC,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Siltronic,Vanguard (VIS),material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Siltronic,Western Digital,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Siltronic,Wolfspeed,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Siltronic,onsemi,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SK Siltron,Analog Devices,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SK Siltron,GlobalFoundries,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SK Siltron,Hua Hong Semiconductor,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SK Siltron,Infineon,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SK Siltron,Intel,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SK Siltron,Kioxia,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SK Siltron,Microchip,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SK Siltron,Micron,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SK Siltron,NXP,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SK Siltron,Nanya Technology,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SK Siltron,Nexchip,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SK Siltron,Powerchip (PSMC),material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SK Siltron,Renesas,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SK Siltron,Rohm,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SK Siltron,SK Hynix,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SK Siltron,SMIC,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SK Siltron,STMicroelectronics,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SK Siltron,Samsung Foundry,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SK Siltron,Samsung Memory,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SK Siltron,TSMC,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SK Siltron,Texas Instruments,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SK Siltron,Tower Semiconductor,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SK Siltron,UMC,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SK Siltron,Vanguard (VIS),material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SK Siltron,Western Digital,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SK Siltron,Wolfspeed,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
SK Siltron,onsemi,material,,,,https://www.semi.org/en/products-services/market-data/materials/semiconductor-silicon-wafer,2026-06-06
Tokyo Ohka Kogyo,Analog Devices,material,,,,https://www.reuters.com/article/us-japan-southkorea-laborers-explainer-idUSKCN1U50EZ,2026-06-06
Tokyo Ohka Kogyo,GlobalFoundries,material,,,,https://www.reuters.com/article/us-japan-southkorea-laborers-explainer-idUSKCN1U50EZ,2026-06-06
Tokyo Ohka Kogyo,Hua Hong Semiconductor,material,,,,https://www.reuters.com/article/us-japan-southkorea-laborers-explainer-idUSKCN1U50EZ,2026-06-06
Tokyo Ohka Kogyo,Infineon,material,,,,https://www.reuters.com/article/us-japan-southkorea-laborers-explainer-idUSKCN1U50EZ,2026-06-06
Tokyo Ohka Kogyo,Intel,material,,,,https://www.reuters.com/article/us-japan-southkorea-laborers-explainer-idUSKCN1U50EZ,2026-06-06
Tokyo Ohka Kogyo,Kioxia,material,,,,https://www.reuters.com/article/us-japan-southkorea-laborers-explainer-idUSKCN1U50EZ,2026-06-06
Tokyo Ohka Kogyo,Microchip,material,,,,https://www.reuters.com/article/us-japan-southkorea-laborers-explainer-idUSKCN1U50EZ,2026-06-06
Tokyo Ohka Kogyo,Micron,material,,,,https://www.reuters.com/article/us-japan-southkorea-laborers-explainer-idUSKCN1U50EZ,2026-06-06
Tokyo Ohka Kogyo,NXP,material,,,,https://www.reuters.com/article/us-japan-southkorea-laborers-explainer-idUSKCN1U50EZ,2026-06-06
Tokyo Ohka Kogyo,Nanya Technology,material,,,,https://www.reuters.com/article/us-japan-southkorea-laborers-explainer-idUSKCN1U50EZ,2026-06-06
Tokyo Ohka Kogyo,Nexchip,material,,,,https://www.reuters.com/article/us-japan-southkorea-laborers-explainer-idUSKCN1U50EZ,2026-06-06
Tokyo Ohka Kogyo,Powerchip (PSMC),material,,,,https://www.reuters.com/article/us-japan-southkorea-laborers-explainer-idUSKCN1U50EZ,2026-06-06
Tokyo Ohka Kogyo,Renesas,material,,,,https://www.reuters.com/article/us-japan-southkorea-laborers-explainer-idUSKCN1U50EZ,2026-06-06
Tokyo Ohka Kogyo,Rohm,material,,,,https://www.reuters.com/article/us-japan-southkorea-laborers-explainer-idUSKCN1U50EZ,2026-06-06
Tokyo Ohka Kogyo,SK Hynix,material,,,,https://www.reuters.com/article/us-japan-southkorea-laborers-explainer-idUSKCN1U50EZ,2026-06-06
Tokyo Ohka Kogyo,SMIC,material,,,,https://www.reuters.com/article/us-japan-southkorea-laborers-explainer-idUSKCN1U50EZ,2026-06-06
