node,node_type,label,degree,pagerank,genres
movie_72720,movie,"Single Man, A (2009)",3,2.834046268571595e-05,Drama
movie_72737,movie,"Princess and the Frog, The (2009)",12,6.357507571021615e-05,Animation|Children|Fantasy|Musical|Romance
movie_72998,movie,Avatar (2009),97,0.0003907395107399638,Action|Adventure|Sci-Fi|IMAX
movie_73017,movie,Sherlock Holmes (2009),58,0.0002406723471292637,Action|Crime|Mystery|Thriller
movie_74450,movie,Valentine's Day (2010),3,2.788990187738213e-05,Comedy|Romance
movie_77841,movie,St Trinian's 2: The Legend of Fritton's Gold (2009),1,1.8775942636430347e-05,Adventure|Comedy
movie_78772,movie,"Twilight Saga: Eclipse, The (2010)",10,5.4514541235884995e-05,Fantasy|Romance|Thriller|IMAX
movie_79091,movie,Despicable Me (2010),38,0.00016865277816669003,Animation|Children|Comedy|Crime
movie_80549,movie,Easy A (2010),27,0.00013000225947777913,Comedy|Romance
movie_81784,movie,Morning Glory (2010),6,4.197733158243419e-05,Comedy|Drama|Romance
movie_81845,movie,"King's Speech, The (2010)",58,0.0002452439167850487,Drama
movie_81847,movie,Tangled (2010),24,0.00010972237247658842,Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX
movie_82167,movie,Love and Other Drugs (2010),7,4.9738185945073673e-05,Comedy|Drama|Romance
movie_82499,movie,How Do You Know (2010),3,2.8443611672500392e-05,Comedy|Drama|Romance
movie_84374,movie,No Strings Attached (2011),14,7.323183641707689e-05,Comedy|Romance
movie_86548,movie,Water for Elephants (2011),4,3.585131844778425e-05,Drama|Romance
movie_87222,movie,Kung Fu Panda 2 (2011),17,8.951631428221104e-05,Action|Adventure|Animation|Children|Comedy|IMAX
movie_88163,movie,"Crazy, Stupid, Love. (2011)",31,0.00014287847212275857,Comedy|Drama|Romance
movie_88810,movie,"Help, The (2011)",21,9.816120873161647e-05,Drama
movie_91104,movie,"Twilight Saga: Breaking Dawn - Part 1, The (2011)",7,4.420125892300687e-05,Adventure|Drama|Fantasy|Romance
movie_92259,movie,Intouchables (2011),37,0.0001562241636594556,Comedy|Drama
movie_94070,movie,"Best Exotic Marigold Hotel, The (2011)",4,3.23489132729356e-05,Comedy|Drama
movie_95167,movie,Brave (2012),30,0.0001428802294899771,Action|Adventure|Animation|Children
movie_95449,movie,Magic Mike (2012),5,3.5623476578109375e-05,Drama|Romance
movie_95510,movie,"Amazing Spider-Man, The (2012)",30,0.00013620057256373338,Action|Adventure|Sci-Fi|IMAX
movie_95543,movie,Ice Age 4: Continental Drift (2012),6,4.876570270684464e-05,Adventure|Animation|Comedy
movie_96079,movie,Skyfall (2012),50,0.00020490288338040498,Action|Adventure|Thriller|IMAX
movie_97024,movie,Rust and Bone (De rouille et d'os) (2012),1,1.8775942636430347e-05,Drama|Romance
movie_97938,movie,Life of Pi (2012),31,0.00013895105821405996,Adventure|Drama|IMAX
movie_98203,movie,"Twilight Saga: Breaking Dawn - Part 2, The (2012)",4,3.295492264657978e-05,Adventure|Drama|Fantasy|Romance|IMAX
movie_103335,movie,Despicable Me 2 (2013),19,9.846512569428706e-05,Animation|Children|Comedy|IMAX
movie_103339,movie,White House Down (2013),6,3.94546619849905e-05,Action|Drama|Thriller|IMAX
movie_104374,movie,About Time (2013),15,7.838679154593399e-05,Drama|Fantasy|Romance
movie_105211,movie,Enough Said (2013),2,2.471857094192712e-05,Comedy|Drama|Romance
movie_106489,movie,"Hobbit: The Desolation of Smaug, The (2013)",25,0.00010804794407374253,Adventure|Fantasy|IMAX
movie_106696,movie,Frozen (2013),29,0.0001273228684942001,Adventure|Animation|Comedy|Fantasy|Musical|Romance
movie_107141,movie,Saving Mr. Banks (2013),8,5.344836010462511e-05,Comedy|Drama
movie_109374,movie,"Grand Budapest Hotel, The (2014)",52,0.00022737263085358708,Comedy|Drama
movie_109853,movie,Barefoot (2014),2,2.471857094192712e-05,Comedy|Drama|Romance
movie_112006,movie,Tangled Ever After (2012),3,2.8819443478664514e-05,Action|Animation|Children
movie_113275,movie,The Hundred-Foot Journey (2014),1,1.8775942636430347e-05,Comedy|Drama
movie_113394,movie,"Pretty One, The (2013)",1,1.8775942636430347e-05,Comedy|Drama
movie_119145,movie,Kingsman: The Secret Service (2015),36,0.00016641743530734874,Action|Adventure|Comedy|Crime
movie_129428,movie,The Second Best Exotic Marigold Hotel (2015),2,2.471857094192712e-05,Comedy|Drama
movie_136020,movie,Spectre (2015),17,8.660508868530078e-05,Action|Adventure|Crime
movie_137595,movie,Magic Mike XXL (2015),1,1.8775942636430347e-05,Comedy|Drama
movie_140110,movie,The Intern (2015),13,6.771082951074333e-05,Comedy
movie_44,movie,Mortal Kombat (1995),46,0.00017334466599551807,Action|Adventure|Fantasy
movie_376,movie,"River Wild, The (1994)",40,0.00015202408165125987,Action|Thriller
movie_511,movie,"Program, The (1993)",2,2.2328274516677612e-05,Action|Drama
movie_529,movie,Searching for Bobby Fischer (1993),40,0.00015675314484958245,Drama
movie_1100,movie,Days of Thunder (1990),19,8.708593122250357e-05,Action|Drama|Romance
movie_1358,movie,Sling Blade (1996),47,0.00019080234574296085,Drama
movie_1370,movie,Die Hard 2 (1990),68,0.00026334646795857583,Action|Adventure|Thriller
movie_1385,movie,Under Siege (1992),24,0.00010024605793903907,Action|Drama|Thriller
movie_1438,movie,Dante's Peak (1997),24,0.00010514029200266101,Action|Thriller
movie_1518,movie,Breakdown (1997),13,6.126970624755114e-05,Action|Thriller
movie_1586,movie,G.I. Jane (1997),22,9.703062925329147e-05,Action|Drama
movie_1604,movie,Money Talks (1997),3,2.758517457800265e-05,Action|Comedy
movie_1608,movie,Air Force One (1997),58,0.00022937277940706527,Action|Thriller
movie_1616,movie,"Peacemaker, The (1997)",20,8.853120011066226e-05,Action|Thriller|War
movie_1687,movie,"Jackal, The (1997)",18,8.452535972125542e-05,Action|Thriller
movie_1693,movie,Amistad (1997),19,8.82028683405855e-05,Drama|Mystery
movie_1721,movie,Titanic (1997),140,0.0005236292508848972,Drama|Romance
movie_1840,movie,He Got Game (1998),7,4.4536856678317256e-05,Drama
movie_1882,movie,Godzilla (1998),33,0.00014079024774639237,Action|Sci-Fi|Thriller
movie_1918,movie,Lethal Weapon 4 (1998),33,0.00013931450275566861,Action|Comedy|Crime|Thriller
movie_2002,movie,Lethal Weapon 3 (1992),46,0.0001851621279524632,Action|Comedy|Crime|Drama
movie_2027,movie,Jane Austen's Mafia! (1998),9,4.8923374123421485e-05,Comedy|Crime
movie_1357,movie,Shine (1996),24,0.0001116384099908103,Drama|Romance
movie_1405,movie,Beavis and Butt-Head Do America (1996),31,0.0001296038931837696,Adventure|Animation|Comedy|Crime
movie_1876,movie,Deep Impact (1998),43,0.00017560970419247136,Drama|Sci-Fi|Thriller
movie_2072,movie,"'burbs, The (1989)",17,8.463451891602452e-05,Comedy
movie_2100,movie,Splash (1984),51,0.00020994314261028296,Comedy|Fantasy|Romance
movie_2421,movie,"Karate Kid, Part II, The (1986)",29,0.0001284329782544566,Action|Adventure|Drama
movie_2485,movie,She's All That (1999),29,0.0001258612181303897,Comedy|Romance
movie_2572,movie,10 Things I Hate About You (1999),54,0.00022484261030419558,Comedy|Romance
movie_2581,movie,Never Been Kissed (1999),36,0.00015318301823122983,Comedy|Romance
movie_2694,movie,Big Daddy (1999),48,0.00019234185513447192,Comedy
movie_3668,movie,Romeo and Juliet (1968),15,7.720805797120589e-05,Drama|Romance
movie_305,movie,Ready to Wear (Pret-A-Porter) (1994),9,4.697123347118075e-05,Comedy
movie_1173,movie,"Cook the Thief His Wife & Her Lover, The (1989)",11,5.8318337010689584e-05,Comedy|Drama
movie_1590,movie,Event Horizon (1997),25,0.000107093320444274,Horror|Sci-Fi|Thriller
movie_1619,movie,Seven Years in Tibet (1997),14,6.910838860802058e-05,Adventure|Drama|War
movie_1639,movie,Chasing Amy (1997),52,0.00020582553224982885,Comedy|Drama|Romance
movie_2541,movie,Cruel Intentions (1999),40,0.00016470092687236355,Drama
movie_3300,movie,Pitch Black (2000),39,0.00016487099762406684,Horror|Sci-Fi|Thriller
movie_3409,movie,Final Destination (2000),35,0.0001473157834837547,Drama|Thriller
movie_3513,movie,Rules of Engagement (2000),7,4.257017615170739e-05,Drama|Thriller
movie_3624,movie,Shanghai Noon (2000),43,0.00018445142938798947,Action|Adventure|Comedy|Western
movie_3717,movie,Gone in 60 Seconds (2000),61,0.0002368589741724064,Action|Crime
movie_3753,movie,"Patriot, The (2000)",68,0.0002562949087495878,Action|Drama|War
movie_3798,movie,What Lies Beneath (2000),25,0.00011168444182191882,Drama|Horror|Mystery
movie_3827,movie,Space Cowboys (2000),23,0.00010220760489487774,Action|Adventure|Comedy|Sci-Fi
movie_3863,movie,"Cell, The (2000)",45,0.00018606892185096756,Drama|Horror|Thriller
movie_3893,movie,Nurse Betty (2000),19,9.021800255137632e-05,Comedy|Crime|Drama|Romance|Thriller
movie_3952,movie,"Contender, The (2000)",7,4.6101728349939996e-05,Drama|Thriller
movie_4011,movie,Snatch (2000),93,0.0003490417489721905,Comedy|Crime|Thriller
movie_4148,movie,Hannibal (2001),39,0.0001647509669145358,Horror|Thriller
movie_193,movie,Showgirls (1995),35,0.00013994773023014265,Drama
movie_448,movie,Fearless (1993),8,4.201149271272907e-05,Drama
movie_784,movie,"Cable Guy, The (1996)",54,0.0002060809924751064,Comedy|Thriller
movie_172,movie,Johnny Mnemonic (1995),53,0.00019986422254647125,Action|Sci-Fi|Thriller
movie_858,movie,"Godfather, The (1972)",192,0.000711979333394802,Crime|Drama
movie_1200,movie,Aliens (1986),126,0.0004672559977056914,Action|Adventure|Horror|Sci-Fi
movie_1347,movie,"Nightmare on Elm Street, A (1984)",27,0.0001175277846191035,Horror|Thriller
movie_1527,movie,"Fifth Element, The (1997)",116,0.0004283816308487421,Action|Adventure|Comedy|Sci-Fi
movie_1653,movie,Gattaca (1997),86,0.0003322291769919257,Drama|Sci-Fi|Thriller
movie_1909,movie,"X-Files: Fight the Future, The (1998)",42,0.00016794706684805327,Action|Crime|Mystery|Sci-Fi|Thriller
movie_2001,movie,Lethal Weapon 2 (1989),47,0.0001898182461267724,Action|Comedy|Crime|Drama
movie_2081,movie,"Little Mermaid, The (1989)",67,0.0002664144212336856,Animation|Children|Comedy|Musical|Romance
movie_2085,movie,101 Dalmatians (One Hundred and One Dalmatians) (1961),44,0.0001841394833844196,Adventure|Animation|Children
movie_2278,movie,Ronin (1998),43,0.00017021271440154748,Action|Crime|Thriller
movie_3156,movie,Bicentennial Man (1999),15,7.16086047753993e-05,Drama|Romance|Sci-Fi
movie_3499,movie,Misery (1990),44,0.00018094416376501662,Drama|Horror|Thriller
movie_3510,movie,Frequency (2000),36,0.00014685239449783882,Drama|Thriller
movie_3535,movie,American Psycho (2000),59,0.00023850008982128325,Crime|Horror|Mystery|Thriller
movie_3555,movie,U-571 (2000),33,0.00013219082281000963,Action|Thriller|War
movie_4022,movie,Cast Away (2000),100,0.0003740968205988339,Drama
movie_4720,movie,"Others, The (2001)",55,0.00022486143743184652,Drama|Horror|Mystery|Thriller
movie_5971,movie,My Neighbor Totoro (Tonari no Totoro) (1988),37,0.00016128750881382457,Animation|Children|Drama|Fantasy
movie_6502,movie,28 Days Later (2002),58,0.00023554051631634817,Action|Horror|Sci-Fi
movie_7254,movie,The Butterfly Effect (2004),46,0.00018810861780476558,Drama|Sci-Fi|Thriller
movie_7438,movie,Kill Bill: Vol. 2 (2004),110,0.00041510735185042164,Action|Drama|Thriller
movie_8644,movie,"I, Robot (2004)",61,0.00024047864963140804,Action|Adventure|Sci-Fi|Thriller
movie_48304,movie,Apocalypto (2006),19,8.668938344855699e-05,Adventure|Drama|Thriller
movie_48774,movie,Children of Men (2006),64,0.00025313295887296973,Action|Adventure|Drama|Sci-Fi|Thriller
movie_48780,movie,"Prestige, The (2006)",90,0.0003545794273168224,Drama|Mystery|Sci-Fi|Thriller
movie_50872,movie,Ratatouille (2007),72,0.0002941102018325329,Animation|Children|Drama
movie_56174,movie,I Am Legend (2007),62,0.0002547311213045074,Action|Horror|Sci-Fi|Thriller|IMAX
movie_59315,movie,Iron Man (2008),94,0.00036911928650426286,Action|Adventure|Sci-Fi
movie_60069,movie,WALL·E (2008),104,0.00040534270548565183,Adventure|Animation|Children|Romance|Sci-Fi
movie_63859,movie,Bolt (2008),18,8.498913752930368e-05,Action|Adventure|Animation|Children|Comedy
movie_64614,movie,Gran Torino (2008),46,0.00018551621105270175,Crime|Drama
movie_68237,movie,Moon (2009),32,0.00013978812826133386,Drama|Mystery|Sci-Fi|Thriller
movie_69757,movie,(500) Days of Summer (2009),42,0.0001893972989814506,Comedy|Drama|Romance
movie_70286,movie,District 9 (2009),65,0.000260599047607643,Mystery|Sci-Fi|Thriller
movie_71057,movie,9 (2009),14,7.515182532877322e-05,Adventure|Animation|Sci-Fi
movie_71264,movie,Cloudy with a Chance of Meatballs (2009),17,8.770979292655472e-05,Animation|Children|Fantasy|IMAX
movie_84152,movie,Limitless (2011),30,0.00013843725940578143,Sci-Fi|Thriller
movie_84954,movie,"Adjustment Bureau, The (2011)",21,0.00010113983433119186,Romance|Sci-Fi|Thriller
movie_85414,movie,Source Code (2011),34,0.0001452772940053951,Action|Drama|Mystery|Sci-Fi|Thriller
movie_89745,movie,"Avengers, The (2012)",69,0.0002825906779788222,Action|Adventure|Sci-Fi|IMAX
movie_91500,movie,The Hunger Games (2012),54,0.000220229137526946,Action|Adventure|Drama|Sci-Fi|Thriller
movie_94864,movie,Prometheus (2012),27,0.00012152166143889373,Action|Horror|Sci-Fi|IMAX
movie_96610,movie,Looper (2012),32,0.00014164178776931576,Action|Crime|Sci-Fi
movie_101864,movie,Oblivion (2013),20,9.525748266992973e-05,Action|Adventure|Sci-Fi|IMAX
movie_103249,movie,World War Z (2013),19,9.367598283222804e-05,Action|Drama|Horror|IMAX
movie_104841,movie,Gravity (2013),32,0.00014272625238630253,Action|Sci-Fi|IMAX
movie_105504,movie,Captain Phillips (2013),21,9.916980672934333e-05,Adventure|Drama|Thriller|IMAX
movie_110102,movie,Captain America: The Winter Soldier (2014),31,0.0001453517046887464,Action|Adventure|Sci-Fi|IMAX
movie_111759,movie,Edge of Tomorrow (2014),44,0.00018592161805966323,Action|Sci-Fi|IMAX
movie_112556,movie,Gone Girl (2014),37,0.00015567826096292786,Drama|Thriller
movie_112852,movie,Guardians of the Galaxy (2014),59,0.0002466688575218633,Action|Adventure|Sci-Fi
movie_115149,movie,John Wick (2014),29,0.00013010262565938454,Action|Thriller
movie_120466,movie,Chappie (2015),10,5.936757465203744e-05,Action|Thriller
movie_122886,movie,Star Wars: Episode VII - The Force Awakens (2015),41,0.00017101353323010127,Action|Adventure|Fantasy|Sci-Fi|IMAX
movie_122904,movie,Deadpool (2016),54,0.00022823018070960874,Action|Adventure|Comedy|Sci-Fi
movie_122922,movie,Doctor Strange (2016),22,0.0001082828064921812,Action|Adventure|Sci-Fi
movie_122924,movie,X-Men: Apocalypse (2016),14,7.678185305648901e-05,Action|Adventure|Fantasy|Sci-Fi
movie_134130,movie,The Martian (2015),48,0.00019715779038574649,Adventure|Drama|Sci-Fi
movie_134853,movie,Inside Out (2015),43,0.00018539219578891594,Adventure|Animation|Children|Comedy|Drama|Fantasy
movie_143385,movie,Bridge of Spies (2015),8,5.114407738294315e-05,Drama|Thriller
movie_152077,movie,10 Cloverfield Lane (2016),14,7.342226144659979e-05,Thriller
movie_152081,movie,Zootopia (2016),32,0.00014330535832693343,Action|Adventure|Animation|Children|Comedy
movie_158872,movie,Sausage Party (2016),7,4.752611600073573e-05,Animation|Comedy
movie_160980,movie,Sully (2016),6,4.0320842556372606e-05,Drama
movie_166528,movie,Rogue One: A Star Wars Story (2016),27,0.0001262190582684084,Action|Adventure|Fantasy|Sci-Fi
movie_166635,movie,Passengers (2016),6,3.8593838600559126e-05,Adventure|Drama|Romance|Sci-Fi
movie_111,movie,Taxi Driver (1976),104,0.0003920949826723037,Crime|Drama|Thriller
movie_541,movie,Blade Runner (1982),124,0.00046942027387289524,Action|Sci-Fi|Thriller
movie_678,movie,Some Folks Call It a Sling Blade (1993),9,4.658434589011291e-05,Drama|Thriller
movie_745,movie,Wallace & Gromit: A Close Shave (1995),48,0.00019879552583219754,Animation|Children|Comedy
movie_913,movie,"Maltese Falcon, The (1941)",44,0.00018008659947857172,Film-Noir|Mystery
movie_1147,movie,When We Were Kings (1996),10,5.740858904535132e-05,Documentary
movie_1148,movie,Wallace & Gromit: The Wrong Trousers (1993),56,0.0002313540362566369,Animation|Children|Comedy|Crime
movie_1186,movie,"Sex, Lies, and Videotape (1989)",23,0.00010641949356490166,Drama
movie_1193,movie,One Flew Over the Cuckoo's Nest (1975),133,0.0005014225031624417,Drama
movie_1201,movie,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",72,0.00029217629412946406,Action|Adventure|Western
movie_1207,movie,To Kill a Mockingbird (1962),58,0.0002321895440138104,Drama
movie_1223,movie,"Grand Day Out with Wallace and Gromit, A (1989)",28,0.0001306427831408655,Adventure|Animation|Children|Comedy|Sci-Fi
movie_1230,movie,Annie Hall (1977),58,0.0002569805552522619,Comedy|Romance
movie_1252,movie,Chinatown (1974),59,0.00023899704291993038,Crime|Film-Noir|Mystery|Thriller
movie_1260,movie,M (1931),15,8.018844945861997e-05,Crime|Film-Noir|Thriller
movie_1261,movie,Evil Dead II (Dead by Dawn) (1987),34,0.0001486359426186488,Action|Comedy|Fantasy|Horror
movie_1267,movie,"Manchurian Candidate, The (1962)",30,0.00012800781416198996,Crime|Thriller|War
movie_1276,movie,Cool Hand Luke (1967),57,0.00022833545471353413,Drama
movie_1281,movie,"Great Dictator, The (1940)",15,8.007383651155823e-05,Comedy|Drama|War
movie_1299,movie,"Killing Fields, The (1984)",28,0.0001238176219374165,Drama|War
movie_1680,movie,Sliding Doors (1998),25,0.0001101974610304947,Drama|Romance
movie_2490,movie,Payback (1999),45,0.00017835662019025433,Action|Thriller
movie_2707,movie,Arlington Road (1999),22,9.824505945935411e-05,Thriller
movie_2723,movie,Mystery Men (1999),39,0.0001623417362117649,Action|Comedy|Fantasy
movie_3000,movie,Princess Mononoke (Mononoke-hime) (1997),48,0.00020085051593823794,Action|Adventure|Animation|Drama|Fantasy
movie_3022,movie,"General, The (1926)",9,5.783422848184246e-05,Comedy|War
movie_3108,movie,"Fisher King, The (1991)",36,0.00015774782159836046,Comedy|Drama|Fantasy|Romance
movie_3174,movie,Man on the Moon (1999),39,0.00016890431597814127,Comedy|Drama
movie_3429,movie,Creature Comforts (1989),12,6.153197518931136e-05,Animation|Comedy
movie_3683,movie,Blood Simple (1984),19,9.471397908602818e-05,Crime|Drama|Film-Noir
movie_3741,movie,Badlands (1973),11,5.9252181458657746e-05,Crime|Drama|Thriller
movie_4878,movie,Donnie Darko (2001),109,0.00041873800889655254,Drama|Mystery|Sci-Fi|Thriller
movie_4973,movie,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",120,0.0004593983020344982,Comedy|Romance
movie_5782,movie,"Professional, The (Le professionnel) (1981)",19,8.189808748187407e-05,Action|Drama|Thriller
movie_6350,movie,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),24,0.00010947588961791515,Action|Adventure|Animation|Children|Fantasy|Sci-Fi
movie_7099,movie,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),23,0.0001080323943729864,Adventure|Animation|Drama|Fantasy|Sci-Fi
movie_7361,movie,Eternal Sunshine of the Spotless Mind (2004),131,0.0004921859719564631,Drama|Romance|Sci-Fi
movie_27611,movie,Battlestar Galactica (2003),19,8.370233582552874e-05,Drama|Sci-Fi|War
movie_27773,movie,Old Boy (2003),39,0.00017642124033761687,Mystery|Thriller
movie_48394,movie,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",81,0.00032120332467125613,Drama|Fantasy|Thriller
movie_78499,movie,Toy Story 3 (2010),55,0.00022595555487858133,Adventure|Animation|Children|Comedy|Fantasy|IMAX
movie_1036,movie,Die Hard (1988),145,0.0005355170434275215,Action|Crime|Thriller
movie_1209,movie,Once Upon a Time in the West (C'era una volta il West) (1968),18,9.056427330661353e-05,Action|Drama|Western
movie_1221,movie,"Godfather: Part II, The (1974)",129,0.0004885657739792107,Crime|Drama
movie_1228,movie,Raging Bull (1980),40,0.0001719150182400093,Drama
movie_1234,movie,"Sting, The (1973)",64,0.00026112915524931614,Comedy|Crime
movie_1375,movie,Star Trek III: The Search for Spock (1984),42,0.0001665227712203933,Action|Adventure|Sci-Fi
movie_2194,movie,"Untouchables, The (1987)",65,0.0002540578623960928,Action|Crime|Drama
movie_3039,movie,Trading Places (1983),39,0.00016501071160796986,Comedy
movie_3263,movie,White Men Can't Jump (1992),22,0.00010446733928390707,Comedy|Drama
movie_3435,movie,Double Indemnity (1944),17,8.103241961614399e-05,Crime|Drama|Film-Noir
movie_3681,movie,For a Few Dollars More (Per qualche dollaro in più) (1965),33,0.00014844206208624268,Action|Drama|Thriller|Western
movie_4571,movie,Bill & Ted's Excellent Adventure (1989),45,0.00018447803355116222,Adventure|Comedy|Sci-Fi
movie_6016,movie,City of God (Cidade de Deus) (2002),75,0.0002995468714333395,Action|Adventure|Crime|Drama|Thriller
movie_6870,movie,Mystic River (2003),52,0.00021457522829484977,Crime|Drama|Mystery
movie_7482,movie,Enter the Dragon (1973),13,6.776456721898769e-05,Action|Crime
movie_31658,movie,Howl's Moving Castle (Hauru no ugoku shiro) (2004),40,0.00016604426767150287,Adventure|Animation|Fantasy|Romance
movie_64839,movie,"Wrestler, The (2008)",34,0.000153094263129355,Drama
movie_68358,movie,Star Trek (2009),59,0.00023637809932244838,Action|Adventure|Sci-Fi|IMAX
movie_80463,movie,"Social Network, The (2010)",57,0.0002357206612241839,Drama
movie_81932,movie,"Fighter, The (2010)",23,0.00011022011458410577,Drama
movie_82459,movie,True Grit (2010),28,0.00012789608149118742,Western
movie_431,movie,Carlito's Way (1993),42,0.00016824218561496722,Crime|Drama
movie_442,movie,Demolition Man (1993),81,0.00029186640300613275,Action|Adventure|Sci-Fi
movie_555,movie,True Romance (1993),65,0.0002445595023599307,Crime|Thriller
movie_653,movie,Dragonheart (1996),65,0.00024145129919510785,Action|Adventure|Fantasy
movie_778,movie,Trainspotting (1996),102,0.0003913161145079546,Comedy|Crime|Drama
movie_1020,movie,Cool Runnings (1993),37,0.00015424587358131139,Comedy
movie_1059,movie,William Shakespeare's Romeo + Juliet (1996),36,0.00015162277651777916,Drama|Romance
movie_1212,movie,"Third Man, The (1949)",24,0.00011074955270447737,Film-Noir|Mystery|Thriller
movie_1227,movie,Once Upon a Time in America (1984),16,8.305645070015231e-05,Crime|Drama
movie_1245,movie,Miller's Crossing (1990),20,9.804412372400147e-05,Crime|Drama|Film-Noir|Thriller
movie_1356,movie,Star Trek: First Contact (1996),91,0.00033575635424048443,Action|Adventure|Sci-Fi|Thriller
movie_1374,movie,Star Trek II: The Wrath of Khan (1982),62,0.000237631926052449,Action|Adventure|Sci-Fi|Thriller
movie_1544,movie,"Lost World: Jurassic Park, The (1997)",67,0.00026600597748494307,Action|Adventure|Sci-Fi|Thriller
movie_1729,movie,Jackie Brown (1997),48,0.0001964475437425263,Crime|Drama|Thriller
movie_1924,movie,Plan 9 from Outer Space (1959),8,4.6230265603964396e-05,Horror|Sci-Fi
movie_1961,movie,Rain Man (1988),96,0.0003651520234826478,Drama
movie_2184,movie,"Trouble with Harry, The (1955)",6,3.954694900974895e-05,Comedy|Mystery
movie_2409,movie,Rocky II (1979),26,0.00011861671219321847,Action|Drama
movie_2410,movie,Rocky III (1982),24,0.00011111704481513533,Action|Drama
movie_2411,movie,Rocky IV (1985),29,0.00012962916229268363,Action|Drama
movie_2412,movie,Rocky V (1990),17,8.661309739202811e-05,Action|Drama
movie_2420,movie,"Karate Kid, The (1984)",38,0.00016488243741232116,Drama
movie_2422,movie,"Karate Kid, Part III, The (1989)",14,7.096236728521342e-05,Action|Adventure|Children|Drama
movie_2706,movie,American Pie (1999),103,0.00039050781470545415,Comedy|Romance
movie_2918,movie,Ferris Bueller's Day Off (1986),109,0.00042044599665895375,Comedy
movie_2951,movie,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",39,0.0001729974314288425,Action|Western
movie_2953,movie,Home Alone 2: Lost in New York (1992),31,0.00013106975835681172,Children|Comedy
movie_3081,movie,Sleepy Hollow (1999),62,0.00025348340509367907,Fantasy|Horror|Mystery|Romance
movie_3257,movie,"Bodyguard, The (1992)",32,0.00014095297558364513,Drama|Romance|Thriller
movie_3275,movie,"Boondock Saints, The (2000)",43,0.00017596925159269635,Action|Crime|Drama|Thriller
movie_3462,movie,Modern Times (1936),25,0.00012163192812844689,Comedy|Drama|Romance
movie_3751,movie,Chicken Run (2000),78,0.00030939858676536417,Animation|Children|Comedy
movie_3785,movie,Scary Movie (2000),50,0.000211261541996414,Comedy|Horror
movie_3896,movie,"Way of the Gun, The (2000)",8,4.877654659349781e-05,Crime|Thriller
movie_4007,movie,Wall Street (1987),20,9.933202126929099e-05,Drama
movie_4262,movie,Scarface (1983),67,0.00026610363881149964,Action|Crime|Drama
movie_4327,movie,"Magnificent Seven, The (1960)",16,8.330294541910705e-05,Adventure|Western
movie_4383,movie,"Crimson Rivers, The (Rivières pourpres, Les) (2000)",5,3.5427664108843233e-05,Crime|Drama|Mystery|Thriller
movie_4728,movie,Rat Race (2001),18,9.828782166276279e-05,Comedy
movie_4816,movie,Zoolander (2001),54,0.00021201908031081687,Comedy
movie_5008,movie,Witness for the Prosecution (1957),9,4.987868390316179e-05,Drama|Mystery|Thriller
movie_5120,movie,Sleuth (1972),3,2.997894749147021e-05,Comedy|Mystery|Thriller
movie_5266,movie,Panic Room (2002),37,0.00015510676181114896,Thriller
movie_5418,movie,"Bourne Identity, The (2002)",112,0.0004223662729709487,Action|Mystery|Thriller
movie_5574,movie,"Transporter, The (2002)",26,0.00011880238175023542,Action|Crime
movie_5608,movie,"Das Experiment (Experiment, The) (2001)",11,5.8709965731003396e-05,Drama|Thriller
movie_5669,movie,Bowling for Columbine (2002),58,0.00023445932425382807,Documentary
movie_5679,movie,"Ring, The (2002)",47,0.00018812556889904393,Horror|Mystery|Thriller
movie_5903,movie,Equilibrium (2002),44,0.00018248041250991964,Action|Sci-Fi|Thriller
movie_5944,movie,Star Trek: Nemesis (2002),19,9.301678384612442e-05,Action|Drama|Sci-Fi|Thriller
movie_5995,movie,"Pianist, The (2002)",46,0.00019237298725470535,Drama|War
movie_6287,movie,Anger Management (2003),34,0.00015333605487399376,Comedy
movie_6300,movie,Flickering Lights (Blinkende lygter) (2000),3,2.4865431071602994e-05,Action|Comedy|Crime
movie_6373,movie,Bruce Almighty (2003),71,0.0002843411083178796,Comedy|Drama|Fantasy|Romance
movie_6378,movie,"Italian Job, The (2003)",59,0.00023283194173717058,Action|Crime
movie_6440,movie,Barton Fink (1991),14,8.040622873083702e-05,Drama|Thriller
movie_6548,movie,Bad Boys II (2003),17,8.636538570737438e-05,Action|Comedy|Crime|Thriller
movie_6709,movie,Once Upon a Time in Mexico (2003),14,7.239548725634827e-05,Action|Adventure|Crime|Thriller
movie_6787,movie,All the President's Men (1976),27,0.00012872771346270927,Drama|Thriller
movie_6807,movie,Monty Python's The Meaning of Life (1983),40,0.00017841289886764522,Comedy
movie_6888,movie,Scary Movie 3 (2003),20,9.75602855108937e-05,Comedy|Horror
movie_7018,movie,Presumed Innocent (1990),5,3.731739130326161e-05,Crime|Drama|Thriller
movie_7147,movie,Big Fish (2003),69,0.00026904543379347335,Drama|Fantasy|Romance
movie_7317,movie,EuroTrip (2004),15,7.543316562420107e-05,Adventure|Comedy
